RIOT native interrupts/signals initialized.
RIOT native board initialized.
RIOT native hardware initialization complete.

main(): This is RIOT! (Version: 2023.04-devel-199-g69c06)
Starting Benchmark ...
NUMBER OF ROUNDS: 1000
WORDLENGTH: 65536 BYTES
KEY SIZE: 24 BYTES
Mode: ELECTRONIC CODEBOOK
;1;1;1
;2;1;1
;3;0;0
;4;1;1
;5;0;1
;6;1;1
;7;1;1
;8;0;1
;9;1;1
;10;0;1
;11;1;0
;12;1;1
;13;1;1
;14;1;1
;15;0;0
;16;1;1
;17;1;1
;18;0;1
;19;1;1
;20;1;1
;21;0;1
;22;0;1
;23;0;1
;24;1;1
;25;1;1
;26;1;1
;27;1;1
;28;2;0
;29;1;1
;30;1;1
;31;2;1
;32;1;1
;33;0;1
;34;1;1
;35;1;1
;36;1;1
;37;0;1
;38;0;1
;39;0;1
;40;0;1
;41;0;1
;42;1;0
;43;1;1
;44;0;1
;45;1;1
;46;0;0
;47;1;0
;48;1;1
;49;1;0
;50;0;0
;51;0;1
;52;1;0
;53;0;1
;54;1;1
;55;0;1
;56;1;0
;57;1;0
;58;0;1
;59;0;1
;60;0;1
;61;0;1
;62;0;0
;63;0;1
;64;1;0
;65;1;0
;66;0;1
;67;1;0
;68;1;0
;69;0;1
;70;0;1
;71;1;0
;72;1;0
;73;1;1
;74;0;1
;75;0;1
;76;0;1
;77;1;0
;78;0;1
;79;0;1
;80;1;0
;81;1;0
;82;0;0
;83;1;0
;84;0;1
;85;0;1
;86;0;1
;87;1;0
;88;0;0
;89;0;1
;90;0;1
;91;0;1
;92;0;0
;93;0;0
;94;1;0
;95;0;1
;96;1;0
;97;1;0
;98;0;1
;99;0;1
;100;0;1
;101;0;1
;102;0;0
;103;1;0
;104;1;0
;105;1;0
;106;0;0
;107;0;0
;108;0;0
;109;1;0
;110;0;1
;111;1;0
;112;0;0
;113;0;1
;114;0;0
;115;0;1
;116;0;0
;117;0;0
;118;0;1
;119;1;0
;120;0;0
;121;0;1
;122;1;0
;123;0;0
;124;0;1
;125;0;1
;126;0;0
;127;0;1
;128;0;1
;129;1;1
;130;1;1
;131;0;0
;132;0;1
;133;1;0
;134;0;2
;135;0;0
;136;0;0
;137;1;0
;138;0;1
;139;1;1
;140;0;0
;141;1;0
;142;1;1
;143;1;0
;144;1;1
;145;1;0
;146;1;1
;147;0;1
;148;1;0
;149;0;1
;150;0;1
;151;1;0
;152;1;0
;153;1;0
;154;0;0
;155;0;0
;156;0;0
;157;0;0
;158;0;1
;159;0;0
;160;0;1
;161;1;0
;162;0;1
;163;0;1
;164;0;1
;165;0;1
;166;0;1
;167;1;0
;168;1;0
;169;1;0
;170;0;1
;171;0;1
;172;1;0
;173;0;1
;174;2;0
;175;1;1
;176;1;1
;177;1;1
;178;1;1
;179;1;0
;180;1;1
;181;2;1
;182;0;2
;183;1;1
;184;0;2
;185;1;0
;186;1;1
;187;1;1
;188;0;4
;189;2;0
;190;1;1
;191;1;1
;192;1;1
;193;1;1
;194;1;0
;195;1;0
;196;2;1
;197;1;1
;198;0;1
;199;1;1
;200;1;1
;201;0;1
;202;1;0
;203;1;0
;204;1;0
;205;1;0
;206;2;1
;207;1;1
;208;0;1
;209;2;0
;210;0;1
;211;1;0
;212;0;0
;213;0;1
;214;1;0
;215;1;0
;216;1;1
;217;1;1
;218;0;0
;219;1;0
;220;1;0
;221;0;1
;222;0;1
;223;1;1
;224;1;1
;225;0;1
;226;1;0
;227;0;1
;228;1;0
;229;1;1
;230;0;1
;231;0;1
;232;0;0
;233;1;1
;234;1;0
;235;1;0
;236;1;0
;237;1;0
;238;1;0
;239;0;1
;240;1;0
;241;0;1
;242;1;0
;243;1;0
;244;0;1
;245;1;0
;246;0;0
;247;1;0
;248;1;1
;249;1;1
;250;1;1
;251;1;0
;252;1;0
;253;1;0
;254;0;1
;255;2;1
;256;1;1
;257;1;1
;258;2;1
;259;1;0
;260;1;0
;261;1;0
;262;1;1
;263;1;1
;264;1;1
;265;1;1
;266;1;1
;267;1;1
;268;1;1
;269;0;2
;270;1;1
;271;3;1
;272;2;1
